Histogram,T1:,20.2,T2:,19.1,Bin Width: (ps),500
Histo t1,Histo t2,Difference
106.0,172.0,66.0
103.0,155.0,52.0
109.0,163.0,54.0
120.0,160.0,40.0
115.0,165.0,50.0
114.0,137.0,23.0
109.0,161.0,52.0
97.0,163.0,66.0
128.0,154.0,26.0
108.0,149.0,41.0
101.0,170.0,69.0
106.0,174.0,68.0
110.0,138.0,28.0
111.0,174.0,63.0
103.0,151.0,48.0
104.0,154.0,50.0
109.0,196.0,87.0
127.0,159.0,32.0
114.0,167.0,53.0
122.0,172.0,50.0
94.0,169.0,75.0
122.0,165.0,43.0
130.0,151.0,21.0
113.0,154.0,41.0
98.0,159.0,61.0
112.0,165.0,53.0
116.0,150.0,34.0
123.0,158.0,35.0
112.0,178.0,66.0
94.0,162.0,68.0
96.0,180.0,84.0
125.0,172.0,47.0
112.0,171.0,59.0
102.0,168.0,66.0
98.0,169.0,71.0
119.0,145.0,26.0
115.0,157.0,42.0
118.0,163.0,45.0
103.0,160.0,57.0
98.0,158.0,60.0
110.0,169.0,59.0
101.0,164.0,63.0
123.0,164.0,41.0
115.0,160.0,45.0
124.0,176.0,52.0
122.0,169.0,47.0
98.0,164.0,66.0
115.0,155.0,40.0
103.0,168.0,65.0
117.0,134.0,17.0
133.0,177.0,44.0
108.0,174.0,66.0
121.0,153.0,32.0
123.0,176.0,53.0
120.0,156.0,36.0
132.0,149.0,17.0
112.0,187.0,75.0
101.0,175.0,74.0
104.0,154.0,50.0
111.0,163.0,52.0
101.0,150.0,49.0
104.0,156.0,52.0
104.0,154.0,50.0
117.0,195.0,78.0
131.0,177.0,46.0
131.0,158.0,27.0
108.0,173.0,65.0
136.0,153.0,17.0
132.0,165.0,33.0
116.0,164.0,48.0
111.0,182.0,71.0
133.0,153.0,20.0
111.0,168.0,57.0
119.0,182.0,63.0
131.0,184.0,53.0
143.0,181.0,38.0
145.0,172.0,27.0
143.0,162.0,19.0
142.0,172.0,30.0
161.0,199.0,38.0
141.0,206.0,65.0
144.0,201.0,57.0
165.0,234.0,69.0
159.0,219.0,60.0
204.0,240.0,36.0
199.0,242.0,43.0
219.0,234.0,15.0
224.0,243.0,19.0
242.0,297.0,55.0
243.0,275.0,32.0
267.0,349.0,82.0
311.0,313.0,2.0
317.0,348.0,31.0
356.0,400.0,44.0
355.0,332.0,23.0
349.0,415.0,66.0
361.0,443.0,82.0
439.0,427.0,12.0
407.0,481.0,74.0
402.0,510.0,108.0
446.0,530.0,84.0
466.0,529.0,63.0
439.0,585.0,146.0
511.0,550.0,39.0
451.0,586.0,135.0
487.0,579.0,92.0
515.0,603.0,88.0
500.0,617.0,117.0
533.0,645.0,112.0
499.0,683.0,184.0
537.0,637.0,100.0
508.0,698.0,190.0
541.0,685.0,144.0
540.0,703.0,163.0
555.0,682.0,127.0
523.0,643.0,120.0
511.0,708.0,197.0
566.0,685.0,119.0
548.0,699.0,151.0
538.0,685.0,147.0
607.0,691.0,84.0
530.0,704.0,174.0
573.0,672.0,99.0
575.0,735.0,160.0
534.0,690.0,156.0
583.0,628.0,45.0
565.0,693.0,128.0
570.0,674.0,104.0
491.0,665.0,174.0
517.0,687.0,170.0
478.0,685.0,207.0
529.0,653.0,124.0
548.0,635.0,87.0
516.0,635.0,119.0
487.0,627.0,140.0
491.0,633.0,142.0
440.0,592.0,152.0
481.0,544.0,63.0
476.0,593.0,117.0
458.0,571.0,113.0
454.0,525.0,71.0
425.0,496.0,71.0
419.0,480.0,61.0
377.0,443.0,66.0
393.0,435.0,42.0
362.0,385.0,23.0
383.0,385.0,2.0
319.0,367.0,48.0
310.0,316.0,6.0
302.0,324.0,22.0
269.0,307.0,38.0
264.0,282.0,18.0
235.0,223.0,12.0
201.0,242.0,41.0
192.0,231.0,39.0
184.0,233.0,49.0
177.0,211.0,34.0
155.0,195.0,40.0
175.0,172.0,3.0
151.0,205.0,54.0
143.0,169.0,26.0
147.0,186.0,39.0
129.0,221.0,92.0
150.0,170.0,20.0
137.0,180.0,43.0
115.0,177.0,62.0
128.0,178.0,50.0
119.0,166.0,47.0
118.0,162.0,44.0
122.0,155.0,33.0
118.0,164.0,46.0
125.0,161.0,36.0
126.0,153.0,27.0
117.0,173.0,56.0
123.0,193.0,70.0
113.0,166.0,53.0
119.0,143.0,24.0
117.0,168.0,51.0
115.0,169.0,54.0
122.0,173.0,51.0
115.0,178.0,63.0
116.0,152.0,36.0
111.0,177.0,66.0
116.0,184.0,68.0
118.0,136.0,18.0
105.0,160.0,55.0
120.0,168.0,48.0
109.0,154.0,45.0
99.0,145.0,46.0
129.0,148.0,19.0
133.0,155.0,22.0
119.0,167.0,48.0
120.0,168.0,48.0
136.0,158.0,22.0
114.0,136.0,22.0
107.0,172.0,65.0
111.0,193.0,82.0
112.0,174.0,62.0
114.0,157.0,43.0
114.0,175.0,61.0
103.0,160.0,57.0
117.0,186.0,69.0
98.0,165.0,67.0
104.0,165.0,61.0
124.0,167.0,43.0
119.0,151.0,32.0
119.0,156.0,37.0
101.0,172.0,71.0
100.0,165.0,65.0
123.0,137.0,14.0
121.0,178.0,57.0
103.0,170.0,67.0
136.0,182.0,46.0
101.0,173.0,72.0
117.0,168.0,51.0
119.0,159.0,40.0
98.0,155.0,57.0
125.0,176.0,51.0
99.0,156.0,57.0
105.0,164.0,59.0
119.0,167.0,48.0
103.0,158.0,55.0
123.0,196.0,73.0
109.0,162.0,53.0
121.0,175.0,54.0
109.0,184.0,75.0
90.0,149.0,59.0
114.0,178.0,64.0
109.0,167.0,58.0
116.0,183.0,67.0
104.0,169.0,65.0
127.0,171.0,44.0
101.0,152.0,51.0
98.0,166.0,68.0
102.0,164.0,62.0
108.0,163.0,55.0
109.0,162.0,53.0
127.0,158.0,31.0
97.0,160.0,63.0
120.0,183.0,63.0
111.0,162.0,51.0
124.0,160.0,36.0
102.0,172.0,70.0
94.0,152.0,58.0
111.0,187.0,76.0
90.0,164.0,74.0
118.0,152.0,34.0
110.0,150.0,40.0
95.0,145.0,50.0
125.0,180.0,55.0
112.0,181.0,69.0
94.0,158.0,64.0
98.0,159.0,61.0
104.0,149.0,45.0
96.0,174.0,78.0
130.0,151.0,21.0
105.0,162.0,57.0
112.0,167.0,55.0
86.0,151.0,65.0
115.0,192.0,77.0
96.0,172.0,76.0
116.0,186.0,70.0
116.0,150.0,34.0
114.0,165.0,51.0
103.0,148.0,45.0
108.0,178.0,70.0
121.0,147.0,26.0
124.0,172.0,48.0
115.0,152.0,37.0
120.0,180.0,60.0
102.0,135.0,33.0
141.0,159.0,18.0
105.0,183.0,78.0
121.0,147.0,26.0
100.0,171.0,71.0
103.0,148.0,45.0
123.0,154.0,31.0
119.0,169.0,50.0
113.0,158.0,45.0
101.0,154.0,53.0
90.0,164.0,74.0
116.0,166.0,50.0
105.0,164.0,59.0
101.0,179.0,78.0
109.0,163.0,54.0
111.0,170.0,59.0
111.0,169.0,58.0
107.0,178.0,71.0
121.0,169.0,48.0
133.0,181.0,48.0
107.0,135.0,28.0
122.0,164.0,42.0
99.0,154.0,55.0
108.0,147.0,39.0
118.0,138.0,20.0
107.0,149.0,42.0
117.0,165.0,48.0
104.0,170.0,66.0
112.0,159.0,47.0
109.0,186.0,77.0
113.0,155.0,42.0
122.0,151.0,29.0
109.0,166.0,57.0
112.0,186.0,74.0
106.0,151.0,45.0
96.0,168.0,72.0
99.0,156.0,57.0
98.0,153.0,55.0
103.0,184.0,81.0
110.0,146.0,36.0
109.0,162.0,53.0
102.0,153.0,51.0
115.0,156.0,41.0
107.0,158.0,51.0
114.0,143.0,29.0
112.0,153.0,41.0
100.0,145.0,45.0
116.0,156.0,40.0
102.0,170.0,68.0
124.0,176.0,52.0
105.0,165.0,60.0
101.0,164.0,63.0
111.0,156.0,45.0
96.0,156.0,60.0
94.0,156.0,62.0
106.0,161.0,55.0
116.0,150.0,34.0
108.0,159.0,51.0
117.0,161.0,44.0
102.0,167.0,65.0
127.0,140.0,13.0
107.0,174.0,67.0
98.0,171.0,73.0
117.0,141.0,24.0
123.0,173.0,50.0
113.0,153.0,40.0
122.0,175.0,53.0
86.0,175.0,89.0
111.0,157.0,46.0
122.0,164.0,42.0
114.0,169.0,55.0
135.0,147.0,12.0
125.0,148.0,23.0
102.0,157.0,55.0
125.0,170.0,45.0
98.0,166.0,68.0
107.0,177.0,70.0
124.0,139.0,15.0
106.0,174.0,68.0
100.0,197.0,97.0
102.0,145.0,43.0
107.0,163.0,56.0
96.0,177.0,81.0
119.0,154.0,35.0
101.0,188.0,87.0
110.0,158.0,48.0
111.0,184.0,73.0
115.0,154.0,39.0
113.0,156.0,43.0
103.0,165.0,62.0
109.0,170.0,61.0
116.0,142.0,26.0
115.0,179.0,64.0
108.0,147.0,39.0
99.0,144.0,45.0
115.0,168.0,53.0
116.0,181.0,65.0
113.0,159.0,46.0
103.0,173.0,70.0
96.0,182.0,86.0
118.0,172.0,54.0
100.0,160.0,60.0
128.0,167.0,39.0
113.0,158.0,45.0
105.0,159.0,54.0
107.0,158.0,51.0
107.0,160.0,53.0
119.0,161.0,42.0
129.0,161.0,32.0
120.0,157.0,37.0
108.0,179.0,71.0
99.0,158.0,59.0
107.0,141.0,34.0
116.0,167.0,51.0
111.0,149.0,38.0
89.0,158.0,69.0
86.0,147.0,61.0
111.0,171.0,60.0
82.0,169.0,87.0
111.0,156.0,45.0
99.0,159.0,60.0
122.0,156.0,34.0
125.0,154.0,29.0
84.0,185.0,101.0
108.0,139.0,31.0
101.0,142.0,41.0
123.0,170.0,47.0
112.0,169.0,57.0
110.0,142.0,32.0
94.0,158.0,64.0
109.0,152.0,43.0
110.0,179.0,69.0
102.0,150.0,48.0
96.0,169.0,73.0
107.0,155.0,48.0
109.0,151.0,42.0
115.0,153.0,38.0
98.0,179.0,81.0
96.0,153.0,57.0
115.0,170.0,55.0
119.0,168.0,49.0
118.0,174.0,56.0
113.0,164.0,51.0
133.0,168.0,35.0
99.0,143.0,44.0
103.0,153.0,50.0
111.0,159.0,48.0
100.0,138.0,38.0
114.0,149.0,35.0
121.0,148.0,27.0
105.0,153.0,48.0
118.0,146.0,28.0
107.0,172.0,65.0
114.0,183.0,69.0
128.0,178.0,50.0
103.0,173.0,70.0
101.0,145.0,44.0
112.0,181.0,69.0
116.0,193.0,77.0
130.0,158.0,28.0
112.0,170.0,58.0
88.0,182.0,94.0
126.0,129.0,3.0
98.0,166.0,68.0
108.0,166.0,58.0
108.0,162.0,54.0
104.0,162.0,58.0
105.0,155.0,50.0
112.0,166.0,54.0
110.0,176.0,66.0
116.0,171.0,55.0
91.0,151.0,60.0
119.0,152.0,33.0
107.0,180.0,73.0
98.0,180.0,82.0
128.0,158.0,30.0
114.0,148.0,34.0
117.0,153.0,36.0
101.0,151.0,50.0
111.0,158.0,47.0
97.0,184.0,87.0
128.0,187.0,59.0
110.0,180.0,70.0
108.0,169.0,61.0
119.0,137.0,18.0
116.0,152.0,36.0
134.0,176.0,42.0
99.0,154.0,55.0
105.0,164.0,59.0
117.0,164.0,47.0
126.0,156.0,30.0
121.0,173.0,52.0
125.0,188.0,63.0
114.0,148.0,34.0
118.0,180.0,62.0
116.0,166.0,50.0
115.0,172.0,57.0
114.0,167.0,53.0
115.0,159.0,44.0
104.0,166.0,62.0
94.0,151.0,57.0
104.0,150.0,46.0
111.0,160.0,49.0
102.0,161.0,59.0
111.0,160.0,49.0
109.0,193.0,84.0
107.0,163.0,56.0
121.0,166.0,45.0
97.0,147.0,50.0
102.0,158.0,56.0
111.0,135.0,24.0
111.0,160.0,49.0
115.0,169.0,54.0
100.0,178.0,78.0
95.0,139.0,44.0
118.0,156.0,38.0
106.0,150.0,44.0
118.0,172.0,54.0
104.0,140.0,36.0
115.0,178.0,63.0
122.0,168.0,46.0
108.0,158.0,50.0
147.0,162.0,15.0
116.0,174.0,58.0
121.0,162.0,41.0
106.0,154.0,48.0
114.0,171.0,57.0
109.0,161.0,52.0
117.0,144.0,27.0
111.0,161.0,50.0
104.0,171.0,67.0
114.0,146.0,32.0
123.0,183.0,60.0
98.0,164.0,66.0
122.0,174.0,52.0
107.0,162.0,55.0
116.0,164.0,48.0
104.0,148.0,44.0
121.0,138.0,17.0
104.0,177.0,73.0
106.0,141.0,35.0
108.0,173.0,65.0
129.0,175.0,46.0
110.0,156.0,46.0
107.0,153.0,46.0
100.0,180.0,80.0
118.0,180.0,62.0
103.0,178.0,75.0
107.0,156.0,49.0
86.0,139.0,53.0
113.0,165.0,52.0
117.0,169.0,52.0
122.0,160.0,38.0
123.0,159.0,36.0
102.0,194.0,92.0
84.0,157.0,73.0
104.0,152.0,48.0
119.0,155.0,36.0
103.0,179.0,76.0
105.0,160.0,55.0
122.0,149.0,27.0
86.0,159.0,73.0
114.0,176.0,62.0
102.0,167.0,65.0
