Histogram,T1:,20.2,T2:,19.1,Bin Width: (ps),1000
Histo t1,Histo t2,Difference
326.0,473.0,147.0
354.0,527.0,173.0
362.0,462.0,100.0
347.0,436.0,89.0
312.0,472.0,160.0
345.0,453.0,108.0
365.0,468.0,103.0
337.0,467.0,130.0
328.0,501.0,173.0
337.0,491.0,154.0
339.0,496.0,157.0
361.0,464.0,103.0
339.0,476.0,137.0
312.0,491.0,179.0
338.0,522.0,184.0
346.0,496.0,150.0
354.0,493.0,139.0
322.0,451.0,129.0
354.0,478.0,124.0
323.0,507.0,184.0
357.0,495.0,138.0
351.0,487.0,136.0
313.0,496.0,183.0
328.0,511.0,183.0
346.0,474.0,128.0
321.0,458.0,137.0
375.0,514.0,139.0
333.0,468.0,135.0
350.0,449.0,99.0
361.0,449.0,88.0
345.0,517.0,172.0
357.0,458.0,101.0
373.0,487.0,114.0
327.0,487.0,160.0
356.0,499.0,143.0
344.0,488.0,144.0
345.0,455.0,110.0
353.0,484.0,131.0
332.0,505.0,173.0
312.0,476.0,164.0
346.0,508.0,162.0
330.0,453.0,123.0
358.0,490.0,132.0
333.0,455.0,122.0
305.0,476.0,171.0
363.0,520.0,157.0
369.0,452.0,83.0
331.0,475.0,144.0
333.0,491.0,158.0
361.0,499.0,138.0
346.0,525.0,179.0
337.0,517.0,180.0
365.0,495.0,130.0
333.0,491.0,158.0
344.0,497.0,153.0
374.0,467.0,93.0
356.0,460.0,104.0
387.0,461.0,74.0
365.0,451.0,86.0
343.0,491.0,148.0
401.0,510.0,109.0
372.0,469.0,97.0
351.0,440.0,89.0
358.0,479.0,121.0
363.0,475.0,112.0
366.0,462.0,96.0
330.0,461.0,131.0
368.0,483.0,115.0
362.0,452.0,90.0
345.0,521.0,176.0
353.0,464.0,111.0
338.0,493.0,155.0
361.0,472.0,111.0
352.0,530.0,178.0
363.0,527.0,164.0
369.0,490.0,121.0
359.0,466.0,107.0
329.0,485.0,156.0
302.0,446.0,144.0
371.0,464.0,93.0
370.0,486.0,116.0
359.0,502.0,143.0
327.0,463.0,136.0
343.0,490.0,147.0
366.0,473.0,107.0
356.0,525.0,169.0
386.0,437.0,51.0
343.0,494.0,151.0
353.0,496.0,143.0
327.0,492.0,165.0
352.0,471.0,119.0
338.0,535.0,197.0
383.0,502.0,119.0
343.0,481.0,138.0
348.0,490.0,142.0
367.0,478.0,111.0
332.0,480.0,148.0
356.0,485.0,129.0
361.0,482.0,121.0
357.0,487.0,130.0
338.0,466.0,128.0
328.0,534.0,206.0
353.0,487.0,134.0
338.0,473.0,135.0
350.0,524.0,174.0
320.0,480.0,160.0
356.0,458.0,102.0
354.0,453.0,99.0
352.0,450.0,98.0
375.0,477.0,102.0
361.0,477.0,116.0
324.0,464.0,140.0
328.0,481.0,153.0
353.0,472.0,119.0
373.0,496.0,123.0
353.0,424.0,71.0
341.0,482.0,141.0
340.0,461.0,121.0
346.0,464.0,118.0
355.0,497.0,142.0
341.0,489.0,148.0
344.0,468.0,124.0
357.0,465.0,108.0
380.0,490.0,110.0
342.0,474.0,132.0
342.0,457.0,115.0
354.0,477.0,123.0
363.0,494.0,131.0
342.0,456.0,114.0
333.0,510.0,177.0
358.0,471.0,113.0
339.0,487.0,148.0
380.0,474.0,94.0
347.0,484.0,137.0
350.0,495.0,145.0
341.0,492.0,151.0
369.0,512.0,143.0
360.0,520.0,160.0
343.0,475.0,132.0
346.0,488.0,142.0
355.0,490.0,135.0
345.0,486.0,141.0
376.0,473.0,97.0
317.0,468.0,151.0
339.0,480.0,141.0
376.0,515.0,139.0
320.0,458.0,138.0
349.0,469.0,120.0
338.0,471.0,133.0
371.0,475.0,104.0
359.0,527.0,168.0
336.0,498.0,162.0
346.0,496.0,150.0
348.0,468.0,120.0
326.0,451.0,125.0
350.0,467.0,117.0
331.0,486.0,155.0
343.0,485.0,142.0
374.0,467.0,93.0
325.0,527.0,202.0
358.0,518.0,160.0
383.0,481.0,98.0
349.0,496.0,147.0
380.0,474.0,94.0
341.0,490.0,149.0
365.0,485.0,120.0
347.0,480.0,133.0
374.0,487.0,113.0
351.0,445.0,94.0
331.0,466.0,135.0
345.0,490.0,145.0
351.0,458.0,107.0
343.0,496.0,153.0
341.0,475.0,134.0
351.0,475.0,124.0
297.0,488.0,191.0
343.0,522.0,179.0
360.0,500.0,140.0
351.0,442.0,91.0
373.0,502.0,129.0
365.0,453.0,88.0
371.0,465.0,94.0
356.0,512.0,156.0
383.0,484.0,101.0
312.0,455.0,143.0
353.0,513.0,160.0
365.0,501.0,136.0
358.0,494.0,136.0
360.0,497.0,137.0
383.0,469.0,86.0
352.0,470.0,118.0
346.0,482.0,136.0
382.0,454.0,72.0
360.0,500.0,140.0
296.0,514.0,218.0
350.0,424.0,74.0
332.0,441.0,109.0
362.0,440.0,78.0
339.0,469.0,130.0
351.0,462.0,111.0
335.0,450.0,115.0
344.0,451.0,107.0
346.0,485.0,139.0
332.0,400.0,68.0
342.0,412.0,70.0
380.0,404.0,24.0
348.0,414.0,66.0
390.0,418.0,28.0
418.0,427.0,9.0
425.0,407.0,18.0
412.0,415.0,3.0
462.0,461.0,1.0
458.0,488.0,30.0
583.0,519.0,64.0
617.0,560.0,57.0
645.0,596.0,49.0
680.0,648.0,32.0
717.0,702.0,15.0
738.0,733.0,5.0
790.0,840.0,50.0
850.0,892.0,42.0
827.0,870.0,43.0
866.0,960.0,94.0
913.0,883.0,30.0
842.0,942.0,100.0
870.0,994.0,124.0
908.0,981.0,73.0
977.0,968.0,9.0
876.0,978.0,102.0
863.0,964.0,101.0
871.0,974.0,103.0
842.0,902.0,60.0
875.0,887.0,12.0
836.0,865.0,29.0
847.0,774.0,73.0
791.0,804.0,13.0
754.0,748.0,6.0
676.0,703.0,27.0
610.0,621.0,11.0
628.0,598.0,30.0
586.0,523.0,63.0
525.0,457.0,68.0
481.0,395.0,86.0
401.0,375.0,26.0
400.0,368.0,32.0
385.0,347.0,38.0
347.0,385.0,38.0
355.0,401.0,46.0
330.0,389.0,59.0
350.0,401.0,51.0
320.0,393.0,73.0
350.0,445.0,95.0
377.0,407.0,30.0
370.0,472.0,102.0
340.0,449.0,109.0
319.0,453.0,134.0
333.0,482.0,149.0
321.0,463.0,142.0
335.0,436.0,101.0
348.0,469.0,121.0
353.0,456.0,103.0
344.0,486.0,142.0
340.0,504.0,164.0
337.0,459.0,122.0
365.0,484.0,119.0
322.0,490.0,168.0
367.0,469.0,102.0
313.0,476.0,163.0
336.0,499.0,163.0
313.0,463.0,150.0
378.0,462.0,84.0
365.0,515.0,150.0
345.0,464.0,119.0
345.0,504.0,159.0
349.0,476.0,127.0
348.0,475.0,127.0
342.0,487.0,145.0
329.0,478.0,149.0
343.0,457.0,114.0
421.0,513.0,92.0
355.0,471.0,116.0
374.0,514.0,140.0
344.0,484.0,140.0
355.0,462.0,107.0
328.0,507.0,179.0
297.0,491.0,194.0
344.0,476.0,132.0
336.0,497.0,161.0
358.0,477.0,119.0
340.0,480.0,140.0
360.0,485.0,125.0
367.0,480.0,113.0
351.0,512.0,161.0
372.0,465.0,93.0
310.0,440.0,130.0
343.0,469.0,126.0
330.0,510.0,180.0
345.0,477.0,132.0
352.0,484.0,132.0
354.0,473.0,119.0
326.0,505.0,179.0
355.0,482.0,127.0
300.0,471.0,171.0
358.0,449.0,91.0
322.0,468.0,146.0
349.0,493.0,144.0
375.0,495.0,120.0
299.0,495.0,196.0
329.0,482.0,153.0
317.0,496.0,179.0
324.0,491.0,167.0
351.0,501.0,150.0
356.0,554.0,198.0
347.0,477.0,130.0
369.0,467.0,98.0
331.0,514.0,183.0
362.0,471.0,109.0
375.0,480.0,105.0
359.0,465.0,106.0
338.0,462.0,124.0
392.0,452.0,60.0
313.0,480.0,167.0
349.0,531.0,182.0
349.0,513.0,164.0
356.0,492.0,136.0
360.0,464.0,104.0
337.0,477.0,140.0
336.0,523.0,187.0
339.0,467.0,128.0
339.0,509.0,170.0
362.0,482.0,120.0
347.0,482.0,135.0
356.0,456.0,100.0
367.0,485.0,118.0
322.0,500.0,178.0
339.0,462.0,123.0
351.0,490.0,139.0
335.0,526.0,191.0
381.0,459.0,78.0
329.0,510.0,181.0
367.0,509.0,142.0
367.0,469.0,102.0
354.0,473.0,119.0
363.0,517.0,154.0
320.0,460.0,140.0
372.0,491.0,119.0
329.0,514.0,185.0
327.0,462.0,135.0
357.0,493.0,136.0
354.0,504.0,150.0
367.0,480.0,113.0
364.0,471.0,107.0
306.0,515.0,209.0
331.0,463.0,132.0
333.0,492.0,159.0
373.0,504.0,131.0
325.0,493.0,168.0
380.0,484.0,104.0
385.0,476.0,91.0
318.0,529.0,211.0
350.0,485.0,135.0
355.0,509.0,154.0
344.0,488.0,144.0
337.0,490.0,153.0
342.0,483.0,141.0
377.0,494.0,117.0
307.0,474.0,167.0
338.0,524.0,186.0
308.0,506.0,198.0
356.0,524.0,168.0
343.0,453.0,110.0
356.0,439.0,83.0
332.0,524.0,192.0
332.0,499.0,167.0
347.0,491.0,144.0
343.0,514.0,171.0
361.0,476.0,115.0
340.0,478.0,138.0
344.0,526.0,182.0
347.0,473.0,126.0
349.0,477.0,128.0
395.0,482.0,87.0
365.0,517.0,152.0
371.0,485.0,114.0
356.0,455.0,99.0
324.0,485.0,161.0
321.0,491.0,170.0
374.0,487.0,113.0
352.0,499.0,147.0
345.0,493.0,148.0
344.0,478.0,134.0
356.0,486.0,130.0
342.0,496.0,154.0
334.0,495.0,161.0
339.0,480.0,141.0
321.0,476.0,155.0
361.0,516.0,155.0
336.0,474.0,138.0
387.0,499.0,112.0
351.0,470.0,119.0
337.0,481.0,144.0
334.0,483.0,149.0
370.0,492.0,122.0
328.0,469.0,141.0
343.0,499.0,156.0
334.0,502.0,168.0
365.0,462.0,97.0
355.0,496.0,141.0
370.0,502.0,132.0
354.0,474.0,120.0
357.0,477.0,120.0
342.0,537.0,195.0
350.0,500.0,150.0
348.0,440.0,92.0
373.0,522.0,149.0
369.0,433.0,64.0
353.0,487.0,134.0
336.0,471.0,135.0
349.0,525.0,176.0
354.0,482.0,128.0
352.0,467.0,115.0
333.0,461.0,128.0
341.0,500.0,159.0
338.0,488.0,150.0
320.0,482.0,162.0
338.0,478.0,140.0
355.0,516.0,161.0
341.0,460.0,119.0
370.0,458.0,88.0
351.0,481.0,130.0
350.0,489.0,139.0
345.0,468.0,123.0
349.0,445.0,96.0
309.0,501.0,192.0
352.0,444.0,92.0
345.0,469.0,124.0
380.0,471.0,91.0
344.0,511.0,167.0
333.0,484.0,151.0
352.0,504.0,152.0
318.0,477.0,159.0
343.0,449.0,106.0
344.0,465.0,121.0
320.0,475.0,155.0
341.0,465.0,124.0
351.0,522.0,171.0
359.0,467.0,108.0
342.0,466.0,124.0
350.0,483.0,133.0
389.0,455.0,66.0
363.0,492.0,129.0
378.0,493.0,115.0
365.0,466.0,101.0
334.0,471.0,137.0
334.0,506.0,172.0
378.0,529.0,151.0
372.0,501.0,129.0
363.0,501.0,138.0
345.0,511.0,166.0
336.0,511.0,175.0
343.0,477.0,134.0
333.0,502.0,169.0
359.0,482.0,123.0
360.0,500.0,140.0
345.0,485.0,140.0
311.0,507.0,196.0
343.0,452.0,109.0
337.0,523.0,186.0
334.0,502.0,168.0
340.0,478.0,138.0
335.0,457.0,122.0
346.0,471.0,125.0
359.0,446.0,87.0
358.0,527.0,169.0
319.0,479.0,160.0
371.0,459.0,88.0
322.0,481.0,159.0
367.0,495.0,128.0
353.0,463.0,110.0
339.0,505.0,166.0
326.0,443.0,117.0
333.0,465.0,132.0
360.0,493.0,133.0
335.0,458.0,123.0
355.0,507.0,152.0
311.0,474.0,163.0
351.0,489.0,138.0
342.0,478.0,136.0
376.0,517.0,141.0
382.0,460.0,78.0
339.0,504.0,165.0
334.0,493.0,159.0
343.0,446.0,103.0
348.0,494.0,146.0
323.0,505.0,182.0
324.0,485.0,161.0
348.0,517.0,169.0
348.0,502.0,154.0
333.0,486.0,153.0
351.0,460.0,109.0
347.0,479.0,132.0
346.0,504.0,158.0
324.0,486.0,162.0
330.0,493.0,163.0
347.0,495.0,148.0
358.0,482.0,124.0
385.0,483.0,98.0
337.0,444.0,107.0
328.0,483.0,155.0
312.0,493.0,181.0
349.0,475.0,126.0
332.0,500.0,168.0
382.0,481.0,99.0
347.0,505.0,158.0
378.0,488.0,110.0
387.0,485.0,98.0
337.0,505.0,168.0
343.0,501.0,158.0
361.0,447.0,86.0
347.0,516.0,169.0
343.0,520.0,177.0
330.0,445.0,115.0
354.0,470.0,116.0
346.0,486.0,140.0
354.0,518.0,164.0
372.0,430.0,58.0
336.0,518.0,182.0
350.0,514.0,164.0
379.0,498.0,119.0
331.0,480.0,149.0
372.0,497.0,125.0
364.0,510.0,146.0
330.0,478.0,148.0
367.0,516.0,149.0
345.0,486.0,141.0
346.0,486.0,140.0
376.0,509.0,133.0
341.0,485.0,144.0
335.0,523.0,188.0
356.0,456.0,100.0
380.0,456.0,76.0
349.0,496.0,147.0
389.0,482.0,93.0
334.0,482.0,148.0
353.0,508.0,155.0
356.0,480.0,124.0
340.0,469.0,129.0
344.0,475.0,131.0
338.0,484.0,146.0
357.0,493.0,136.0
350.0,503.0,153.0
328.0,481.0,153.0
356.0,494.0,138.0
372.0,445.0,73.0
363.0,449.0,86.0
327.0,453.0,126.0
339.0,454.0,115.0
359.0,470.0,111.0
338.0,508.0,170.0
332.0,498.0,166.0
355.0,476.0,121.0
354.0,515.0,161.0
341.0,505.0,164.0
344.0,459.0,115.0
367.0,472.0,105.0
354.0,537.0,183.0
351.0,515.0,164.0
370.0,494.0,124.0
341.0,446.0,105.0
320.0,506.0,186.0
351.0,449.0,98.0
350.0,535.0,185.0
365.0,517.0,152.0
354.0,533.0,179.0
362.0,482.0,120.0
348.0,465.0,117.0
374.0,533.0,159.0
346.0,480.0,134.0
377.0,497.0,120.0
361.0,487.0,126.0
335.0,482.0,147.0
373.0,479.0,106.0
350.0,489.0,139.0
352.0,504.0,152.0
356.0,471.0,115.0
341.0,465.0,124.0
388.0,486.0,98.0
343.0,528.0,185.0
335.0,503.0,168.0
351.0,486.0,135.0
307.0,516.0,209.0
370.0,444.0,74.0
338.0,495.0,157.0
357.0,469.0,112.0
361.0,496.0,135.0
332.0,510.0,178.0
324.0,450.0,126.0
309.0,532.0,223.0
350.0,511.0,161.0
342.0,492.0,150.0
327.0,507.0,180.0
335.0,530.0,195.0
376.0,509.0,133.0
331.0,504.0,173.0
321.0,486.0,165.0
335.0,465.0,130.0
352.0,507.0,155.0
343.0,460.0,117.0
349.0,494.0,145.0
325.0,487.0,162.0
390.0,495.0,105.0
340.0,509.0,169.0
365.0,490.0,125.0
347.0,491.0,144.0
358.0,479.0,121.0
350.0,484.0,134.0
372.0,464.0,92.0
335.0,496.0,161.0
353.0,484.0,131.0
386.0,458.0,72.0
331.0,491.0,160.0
362.0,463.0,101.0
366.0,483.0,117.0
364.0,464.0,100.0
329.0,472.0,143.0
329.0,507.0,178.0
316.0,483.0,167.0
362.0,498.0,136.0
345.0,450.0,105.0
348.0,483.0,135.0
347.0,491.0,144.0
341.0,484.0,143.0
350.0,442.0,92.0
335.0,526.0,191.0
340.0,477.0,137.0
382.0,462.0,80.0
370.0,490.0,120.0
348.0,505.0,157.0
297.0,493.0,196.0
341.0,513.0,172.0
375.0,504.0,129.0
372.0,505.0,133.0
351.0,450.0,99.0
356.0,496.0,140.0
352.0,483.0,131.0
377.0,493.0,116.0
346.0,468.0,122.0
333.0,481.0,148.0
335.0,479.0,144.0
326.0,508.0,182.0
350.0,496.0,146.0
333.0,483.0,150.0
360.0,495.0,135.0
322.0,481.0,159.0
355.0,484.0,129.0
353.0,512.0,159.0
356.0,511.0,155.0
330.0,501.0,171.0
382.0,521.0,139.0
327.0,555.0,228.0
363.0,465.0,102.0
347.0,516.0,169.0
360.0,501.0,141.0
352.0,535.0,183.0
359.0,513.0,154.0
334.0,486.0,152.0
370.0,526.0,156.0
337.0,473.0,136.0
324.0,476.0,152.0
364.0,490.0,126.0
350.0,491.0,141.0
365.0,525.0,160.0
383.0,445.0,62.0
372.0,494.0,122.0
355.0,511.0,156.0
328.0,472.0,144.0
313.0,497.0,184.0
343.0,506.0,163.0
330.0,449.0,119.0
342.0,471.0,129.0
370.0,493.0,123.0
343.0,474.0,131.0
349.0,484.0,135.0
365.0,482.0,117.0
352.0,476.0,124.0
353.0,489.0,136.0
329.0,492.0,163.0
344.0,470.0,126.0
361.0,480.0,119.0
375.0,521.0,146.0
309.0,474.0,165.0
350.0,479.0,129.0
338.0,514.0,176.0
327.0,496.0,169.0
323.0,521.0,198.0
334.0,503.0,169.0
360.0,494.0,134.0
340.0,525.0,185.0
328.0,503.0,175.0
353.0,465.0,112.0
343.0,471.0,128.0
319.0,524.0,205.0
350.0,508.0,158.0
326.0,491.0,165.0
349.0,477.0,128.0
337.0,466.0,129.0
351.0,495.0,144.0
380.0,461.0,81.0
327.0,481.0,154.0
322.0,488.0,166.0
323.0,504.0,181.0
367.0,501.0,134.0
347.0,463.0,116.0
325.0,487.0,162.0
343.0,519.0,176.0
345.0,504.0,159.0
335.0,537.0,202.0
340.0,436.0,96.0
311.0,525.0,214.0
365.0,440.0,75.0
344.0,436.0,92.0
338.0,462.0,124.0
343.0,519.0,176.0
301.0,522.0,221.0
340.0,502.0,162.0
382.0,485.0,103.0
353.0,537.0,184.0
391.0,481.0,90.0
345.0,493.0,148.0
373.0,517.0,144.0
347.0,501.0,154.0
326.0,497.0,171.0
359.0,449.0,90.0
356.0,497.0,141.0
350.0,489.0,139.0
341.0,517.0,176.0
357.0,487.0,130.0
368.0,483.0,115.0
352.0,451.0,99.0
348.0,477.0,129.0
370.0,439.0,69.0
355.0,462.0,107.0
359.0,495.0,136.0
368.0,514.0,146.0
360.0,468.0,108.0
324.0,481.0,157.0
346.0,508.0,162.0
360.0,477.0,117.0
409.0,464.0,55.0
346.0,480.0,134.0
332.0,500.0,168.0
344.0,483.0,139.0
350.0,457.0,107.0
349.0,474.0,125.0
310.0,492.0,182.0
351.0,462.0,111.0
348.0,503.0,155.0
324.0,470.0,146.0
347.0,456.0,109.0
343.0,495.0,152.0
348.0,496.0,148.0
343.0,443.0,100.0
359.0,477.0,118.0
357.0,507.0,150.0
352.0,482.0,130.0
335.0,499.0,164.0
364.0,476.0,112.0
327.0,493.0,166.0
352.0,480.0,128.0
338.0,484.0,146.0
347.0,458.0,111.0
371.0,484.0,113.0
353.0,451.0,98.0
357.0,467.0,110.0
361.0,448.0,87.0
345.0,426.0,81.0
372.0,504.0,132.0
338.0,500.0,162.0
319.0,498.0,179.0
399.0,516.0,117.0
350.0,492.0,142.0
341.0,495.0,154.0
354.0,516.0,162.0
375.0,474.0,99.0
357.0,486.0,129.0
348.0,514.0,166.0
368.0,450.0,82.0
330.0,507.0,177.0
358.0,458.0,100.0
362.0,483.0,121.0
357.0,489.0,132.0
366.0,472.0,106.0
331.0,460.0,129.0
339.0,473.0,134.0
331.0,484.0,153.0
342.0,489.0,147.0
380.0,465.0,85.0
353.0,481.0,128.0
354.0,519.0,165.0
359.0,532.0,173.0
345.0,511.0,166.0
322.0,518.0,196.0
332.0,464.0,132.0
341.0,513.0,172.0
376.0,523.0,147.0
365.0,495.0,130.0
355.0,472.0,117.0
340.0,476.0,136.0
332.0,507.0,175.0
365.0,524.0,159.0
375.0,538.0,163.0
329.0,492.0,163.0
334.0,448.0,114.0
352.0,457.0,105.0
365.0,469.0,104.0
339.0,483.0,144.0
333.0,480.0,147.0
389.0,486.0,97.0
322.0,471.0,149.0
329.0,496.0,167.0
319.0,477.0,158.0
335.0,476.0,141.0
383.0,492.0,109.0
363.0,453.0,90.0
347.0,488.0,141.0
346.0,521.0,175.0
345.0,491.0,146.0
342.0,478.0,136.0
364.0,438.0,74.0
365.0,511.0,146.0
348.0,489.0,141.0
343.0,481.0,138.0
356.0,463.0,107.0
338.0,507.0,169.0
332.0,466.0,134.0
377.0,478.0,101.0
346.0,502.0,156.0
321.0,479.0,158.0
362.0,494.0,132.0
328.0,476.0,148.0
352.0,477.0,125.0
332.0,483.0,151.0
327.0,493.0,166.0
368.0,490.0,122.0
355.0,495.0,140.0
342.0,444.0,102.0
345.0,508.0,163.0
356.0,481.0,125.0
368.0,489.0,121.0
352.0,483.0,131.0
324.0,503.0,179.0
328.0,510.0,182.0
375.0,494.0,119.0
353.0,470.0,117.0
334.0,488.0,154.0
353.0,506.0,153.0
353.0,512.0,159.0
370.0,520.0,150.0
356.0,521.0,165.0
383.0,503.0,120.0
349.0,475.0,126.0
344.0,470.0,126.0
345.0,489.0,144.0
361.0,509.0,148.0
371.0,512.0,141.0
339.0,502.0,163.0
341.0,448.0,107.0
354.0,506.0,152.0
356.0,479.0,123.0
350.0,475.0,125.0
345.0,511.0,166.0
319.0,485.0,166.0
327.0,480.0,153.0
346.0,453.0,107.0
350.0,445.0,95.0
364.0,472.0,108.0
355.0,463.0,108.0
334.0,502.0,168.0
368.0,520.0,152.0
328.0,517.0,189.0
342.0,519.0,177.0
356.0,504.0,148.0
344.0,456.0,112.0
345.0,470.0,125.0
324.0,518.0,194.0
326.0,485.0,159.0
375.0,493.0,118.0
343.0,501.0,158.0
343.0,493.0,150.0
343.0,509.0,166.0
326.0,454.0,128.0
348.0,474.0,126.0
362.0,511.0,149.0
319.0,454.0,135.0
353.0,440.0,87.0
356.0,503.0,147.0
356.0,527.0,171.0
357.0,511.0,154.0
336.0,493.0,157.0
345.0,459.0,114.0
364.0,493.0,129.0
343.0,489.0,146.0
344.0,490.0,146.0
314.0,481.0,167.0
363.0,488.0,125.0
366.0,487.0,121.0
362.0,472.0,110.0
361.0,474.0,113.0
384.0,473.0,89.0
350.0,504.0,154.0
348.0,505.0,157.0
387.0,451.0,64.0
352.0,485.0,133.0
339.0,492.0,153.0
329.0,532.0,203.0
333.0,508.0,175.0
361.0,498.0,137.0
368.0,514.0,146.0
320.0,513.0,193.0
341.0,505.0,164.0
374.0,444.0,70.0
339.0,502.0,163.0
353.0,490.0,137.0
356.0,509.0,153.0
346.0,479.0,133.0
368.0,482.0,114.0
355.0,507.0,152.0
357.0,502.0,145.0
346.0,454.0,108.0
333.0,516.0,183.0
356.0,462.0,106.0
359.0,505.0,146.0
335.0,451.0,116.0
352.0,462.0,110.0
367.0,488.0,121.0
356.0,466.0,110.0
368.0,496.0,128.0
369.0,481.0,112.0
347.0,507.0,160.0
358.0,487.0,129.0
330.0,537.0,207.0
344.0,457.0,113.0
320.0,509.0,189.0
359.0,476.0,117.0
362.0,493.0,131.0
322.0,470.0,148.0
326.0,485.0,159.0
353.0,501.0,148.0
367.0,472.0,105.0
353.0,481.0,128.0
345.0,465.0,120.0
347.0,477.0,130.0
321.0,453.0,132.0
331.0,490.0,159.0
364.0,453.0,89.0
334.0,514.0,180.0
356.0,486.0,130.0
345.0,483.0,138.0
337.0,488.0,151.0
335.0,516.0,181.0
304.0,485.0,181.0
331.0,487.0,156.0
337.0,439.0,102.0
346.0,455.0,109.0
357.0,497.0,140.0
344.0,461.0,117.0
347.0,499.0,152.0
349.0,500.0,151.0
369.0,502.0,133.0
324.0,504.0,180.0
339.0,466.0,127.0
374.0,508.0,134.0
350.0,524.0,174.0
344.0,543.0,199.0
332.0,484.0,152.0
324.0,483.0,159.0
361.0,461.0,100.0
346.0,486.0,140.0
358.0,500.0,142.0
363.0,499.0,136.0
338.0,527.0,189.0
390.0,494.0,104.0
348.0,558.0,210.0
335.0,463.0,128.0
369.0,503.0,134.0
351.0,519.0,168.0
366.0,460.0,94.0
368.0,514.0,146.0
346.0,477.0,131.0
315.0,494.0,179.0
357.0,511.0,154.0
358.0,499.0,141.0
344.0,488.0,144.0
353.0,529.0,176.0
342.0,485.0,143.0
351.0,476.0,125.0
328.0,469.0,141.0
363.0,427.0,64.0
367.0,487.0,120.0
356.0,444.0,88.0
374.0,474.0,100.0
371.0,502.0,131.0
362.0,519.0,157.0
355.0,504.0,149.0
360.0,482.0,122.0
323.0,467.0,144.0
329.0,467.0,138.0
367.0,501.0,134.0
355.0,473.0,118.0
339.0,468.0,129.0
328.0,460.0,132.0
361.0,502.0,141.0
298.0,466.0,168.0
